"","Inc","Capital","Hours","Age","Industry","Education","Marital","Occupation"
"19109","<=$50K",0,16,70,"Self-Emp","High School","Never Married","Trades"
"19110",">$50K",0,55,53,"Private","Min","Married","Trades"
"19111","<=$50K",0,8,78,"Private","Bach","Never Married","Trades"
"19112",">$50K",0,60,45,"Private","High School","Never Married","Trades"
"19113","<=$50K",0,26,66,"Private","Min","Divorced","Specialist"
"19114","<=$50K",0,52,24,"Self-Emp","Bach","Divorced","Trades"
"19115",">$50K",0,41,49,"Private","High School","Married","Trades"
"19116","<=$50K",0,27,66,"Self-Emp","Master","Divorced","Specialist"
"19117","<=$50K",0,20,69,"Private","Bach","Never Married","Specialist"
"19118",">$50K",0,46,58,"Private","Min","Married","Admin"
"19119",">$50K",0,33,58,"Private","Bach","Divorced","Management"
"19120","<=$50K",0,2,83,"Private","Min","Married","Agricultural"
"19121","<=$50K",0,10,77,"Private","High School","Married","Management"
"19122",">$50K",0,35,47,"Other","Bach","Never Married","Management"
"19123",">$50K",639,38,71,"Private","Min","Married","Trades"
"19124",">$50K",0,45,66,"Private","Bach","Never Married","Specialist"
"19125",">$50K",0,35,62,"Private","Bach","Divorced","Management"
"19126","<=$50K",0,19,68,"Govt","Min","Divorced","Management"
"19127","<=$50K",0,30,27,"Private","Bach","Never Married","Agricultural"
"19128",">$50K",0,32,54,"Private","Bach","Never Married","Specialist"
"19129","<=$50K",0,7,74,"Govt","Master","Married","Admin"
"19130",">$50K",0,37,50,"Private","Min","Never Married","Management"
"19131","<=$50K",0,29,29,"Private","High School","Never Married","Management"
"19132",">$50K",0,51,60,"Govt","High School","Never Married","Trades"
"19133",">$50K",0,35,59,"Private","Bach","Never Married","Admin"
"19134","<=$50K",3102,14,70,"Govt","Min","Never Married","Specialist"
"19135","<=$50K",0,34,35,"Govt","Min","Never Married","Management"
"19136","<=$50K",0,34,26,"Self-Emp","Bach","Married","Specialist"
"19137",">$50K",0,33,63,"Private","High School","Never Married","Trades"
"19138",">$50K",0,29,61,"Private","Bach","Never Married","Specialist"
"19139","<=$50K",1541,18,72,"Self-Emp","Min","Never Married","Management"
"19140","<=$50K",0,13,75,"Private","Master","Divorced","Trades"
"19141",">$50K",0,52,27,"Govt","Min","Never Married","Management"
"19142","<=$50K",2169,11,75,"Self-Emp","Bach","Never Married","Specialist"
"19143",">$50K",0,47,50,"Private","Bach","Never Married","Admin"
"19144",">$50K",2424,30,54,"Private","High School","Married","Specialist"
"19145","<=$50K",0,16,68,"Private","Master","Never Married","Management"
"19146",">$50K",0,35,40,"Govt","High School","Divorced","Admin"
"19147","<=$50K",0,1,84,"Private","Bach","Never Married","Agricultural"
"19148",">$50K",0,30,66,"Private","Master","Married","Agricultural"
"19149",">$50K",0,32,46,"Private","Bach","Married","Specialist"
"19150",">$50K",0,39,32,"Private","Min","Never Married","Agricultural"
"19151",">$50K",0,43,37,"Private","High School","Married","Specialist"
"19152","<=$50K",0,30,27,"Other","Bach","Never Married","Agricultural"
"19153",">$50K",0,51,38,"Private","High School","Divorced","Trades"
"19154","<=$50K",0,16,21,"Self-Emp","Min","Divorced","Admin"
"19155","<=$50K",0,25,51,"Private","Bach","Married","Trades"
"19156",">$50K",0,55,41,"Govt","Min","Never Married","Specialist"
"19157",">$50K",0,27,54,"Private","Bach","Married","Agricultural"
"19158",">$50K",0,55,58,"Govt","High School","Never Married","Trades"
"19159",">$50K",0,43,30,"Private","High School","Married","Agricultural"
"19160",">$50K",0,49,56,"Private","Bach","Married","Agricultural"
"19161","<=$50K",0,26,66,"Private","Bach","Divorced","Admin"
"19162",">$50K",0,51,46,"Private","Bach","Never Married","Trades"
"19163","<=$50K",0,1,84,"Self-Emp","Bach","Married","Admin"
"19164",">$50K",0,43,52,"Private","Bach","Never Married","Agricultural"
"19165",">$50K",0,38,48,"Private","High School","Never Married","Specialist"
"19166","<=$50K",0,6,81,"Private","Bach","Never Married","Trades"
"19167","<=$50K",0,15,77,"Private","Master","Married","Agricultural"
"19168",">$50K",2627,48,43,"Private","Bach","Married","Admin"
"19169",">$50K",0,46,65,"Private","High School","Married","Management"
"19170",">$50K",1416,47,63,"Private","High School","Never Married","Admin"
"19171",">$50K",0,51,42,"Private","Bach","Married","Management"
"19172","<=$50K",0,16,59,"Private","Bach","Married","Agricultural"
"19173","<=$50K",0,7,80,"Private","Min","Never Married","Management"
"19174","<=$50K",0,27,71,"Self-Emp","High School","Married","Trades"
"19175","<=$50K",0,13,79,"Govt","Bach","Married","Trades"
"19176","<=$50K",0,34,35,"Private","Min","Never Married","Specialist"
"19177","<=$50K",0,8,78,"Private","Min","Never Married","Management"
"19178","<=$50K",0,3,84,"Private","Min","Never Married","Specialist"
"19179","<=$50K",0,13,79,"Govt","Min","Married","Management"
"19180",">$50K",0,30,51,"Private","High School","Married","Specialist"
"19181","<=$50K",0,33,22,"Private","High School","Never Married","Admin"
"19182","<=$50K",0,0,85,"Self-Emp","Min","Never Married","Specialist"
"19183",">$50K",0,46,64,"Private","High School","Never Married","Trades"
"19184",">$50K",0,54,58,"Private","Bach","Divorced","Specialist"
"19185","<=$50K",0,14,79,"Private","High School","Married","Admin"
"19186","<=$50K",0,41,25,"Private","High School","Married","Specialist"
"19187",">$50K",0,44,56,"Private","Min","Never Married","Management"
"19188","<=$50K",0,28,25,"Private","Min","Never Married","Specialist"
"19189","<=$50K",0,36,23,"Private","Bach","Married","Specialist"
"19190",">$50K",0,64,52,"Private","High School","Married","Management"
"19191",">$50K",0,30,54,"Private","Bach","Married","Agricultural"
"19192","<=$50K",0,6,83,"Private","High School","Divorced","Admin"
"19193",">$50K",0,32,69,"Private","High School","Married","Specialist"
"19194",">$50K",0,42,68,"Private","Master","Never Married","Management"
"19195",">$50K",0,42,57,"Private","Min","Never Married","Agricultural"
"19196","<=$50K",0,5,83,"Private","High School","Never Married","Management"
"19197","<=$50K",0,25,27,"Self-Emp","Bach","Married","Trades"
"19198","<=$50K",0,21,19,"Private","High School","Married","Specialist"
"19199",">$50K",0,40,62,"Private","Bach","Married","Specialist"
"19200","<=$50K",0,22,66,"Private","Bach","Divorced","Trades"
"19201",">$50K",0,59,44,"Private","Bach","Married","Admin"
"19202",">$50K",0,47,52,"Govt","Min","Married","Admin"
"19203","<=$50K",0,36,29,"Govt","Bach","Divorced","Specialist"
"19204",">$50K",0,40,58,"Private","Master","Never Married","Specialist"
"19205",">$50K",3942,33,60,"Private","Master","Divorced","Specialist"
"19206",">$50K",0,27,65,"Private","High School","Married","Agricultural"
"19207",">$50K",0,41,37,"Private","Min","Married","Specialist"
"19208","<=$50K",0,31,21,"Govt","High School","Never Married","Agricultural"
"19209","<=$50K",0,54,24,"Private","Bach","Married","Management"
"19210","<=$50K",0,14,77,"Self-Emp","High School","Never Married","Agricultural"
"19211",">$50K",0,36,65,"Private","High School","Married","Management"
"19212","<=$50K",0,10,73,"Private","Bach","Never Married","Trades"
"19213","<=$50K",0,34,23,"Govt","High School","Married","Trades"
"19214",">$50K",949,41,43,"Private","Min","Never Married","Admin"
"19215",">$50K",0,31,52,"Private","High School","Never Married","Trades"
"19216","<=$50K",0,44,24,"Private","Bach","Widowed","Admin"
"19217","<=$50K",0,18,68,"Private","Bach","Divorced","Admin"
"19218","<=$50K",0,12,77,"Govt","High School","Married","Trades"
"19219","<=$50K",0,57,21,"Private","Min","Married","Trades"
"19220",">$50K",1556,40,45,"Private","High School","Married","Admin"
"19221","<=$50K",0,16,77,"Self-Emp","Bach","Married","Agricultural"
"19222","<=$50K",0,13,76,"Private","Bach","Never Married","Specialist"
"19223","<=$50K",0,14,67,"Private","Min","Never Married","Agricultural"
"19224",">$50K",0,36,37,"Private","High School","Never Married","Trades"
"19225","<=$50K",708,28,30,"Self-Emp","High School","Divorced","Admin"
"19226",">$50K",0,58,49,"Self-Emp","High School","Married","Management"
"19227",">$50K",0,53,31,"Private","Min","Married","Trades"
"19228",">$50K",0,42,58,"Private","Bach","Married","Admin"
"19229",">$50K",0,78,48,"Private","Bach","Never Married","Admin"
"19230",">$50K",0,62,28,"Other","High School","Never Married","Trades"
"19231","<=$50K",0,24,60,"Private","Bach","Never Married","Agricultural"
"19232",">$50K",0,37,36,"Private","Bach","Married","Specialist"
"19233","<=$50K",2032,32,25,"Private","Min","Married","Specialist"
"19234","<=$50K",0,27,67,"Govt","Master","Never Married","Trades"
"19235","<=$50K",0,14,75,"Private","High School","Never Married","Agricultural"
"19236",">$50K",0,61,36,"Private","High School","Never Married","Agricultural"
"19237","<=$50K",0,14,73,"Private","Bach","Married","Trades"
"19238","<=$50K",0,11,75,"Private","High School","Married","Trades"
"19239","<=$50K",0,10,75,"Private","High School","Never Married","Specialist"
"19240","<=$50K",0,40,20,"Govt","High School","Never Married","Specialist"
"19241",">$50K",0,35,40,"Private","Min","Never Married","Agricultural"
"19242",">$50K",0,54,46,"Private","Master","Married","Admin"
"19243","<=$50K",0,39,22,"Self-Emp","Master","Never Married","Admin"
"19244","<=$50K",0,1,84,"Private","High School","Married","Management"
"19245",">$50K",0,36,57,"Private","Bach","Married","Management"
"19246",">$50K",0,49,44,"Private","High School","Divorced","Admin"
"19247","<=$50K",0,25,46,"Self-Emp","Min","Married","Agricultural"
"19248","<=$50K",0,27,66,"Private","Bach","Married","Management"
"19249","<=$50K",0,63,21,"Private","High School","Never Married","Trades"
"19250",">$50K",0,73,21,"Private","Bach","Never Married","Trades"
"19251","<=$50K",0,23,63,"Govt","Min","Never Married","Specialist"
"19252",">$50K",0,41,46,"Govt","High School","Never Married","Trades"
"19253",">$50K",0,49,51,"Private","Min","Married","Trades"
"19254","<=$50K",0,2,83,"Private","Min","Never Married","Admin"
"19255","<=$50K",2016,7,80,"Govt","Bach","Never Married","Admin"
"19256",">$50K",0,77,51,"Private","High School","Married","Agricultural"
"19257",">$50K",0,38,62,"Govt","Bach","Married","Agricultural"
"19258","<=$50K",0,11,78,"Self-Emp","High School","Married","Trades"
"19259",">$50K",0,36,69,"Private","Min","Married","Management"
"19260",">$50K",0,47,64,"Private","Min","Married","Agricultural"
"19261",">$50K",0,47,43,"Private","High School","Married","Management"
"19262","<=$50K",0,9,79,"Govt","Bach","Married","Management"
"19263",">$50K",0,51,41,"Private","Master","Never Married","Specialist"
"19264","<=$50K",0,5,80,"Govt","Bach","Widowed","Agricultural"
"19265",">$50K",0,27,59,"Private","Min","Never Married","Agricultural"
"19266","<=$50K",0,37,26,"Private","Min","Married","Trades"
"19267","<=$50K",0,33,23,"Private","Bach","Married","Trades"
"19268","<=$50K",0,46,25,"Self-Emp","Min","Married","Management"
"19269",">$50K",865,28,60,"Private","Bach","Divorced","Agricultural"
"19270","<=$50K",3143,8,79,"Other","Master","Never Married","Admin"
"19271","<=$50K",0,54,19,"Private","Bach","Married","Management"
"19272",">$50K",0,49,54,"Private","High School","Never Married","Management"
"19273","<=$50K",0,3,82,"Govt","Master","Divorced","Specialist"
"19274","<=$50K",0,14,79,"Private","High School","Married","Agricultural"
"19275",">$50K",0,32,43,"Private","High School","Never Married","Specialist"
"19276",">$50K",0,52,59,"Private","Min","Married","Admin"
"19277",">$50K",0,28,48,"Private","High School","Married","Admin"
"19278","<=$50K",0,30,74,"Govt","High School","Never Married","Specialist"
"19279",">$50K",0,51,29,"Govt","Min","Married","Management"
"19280",">$50K",0,40,60,"Private","Master","Married","Specialist"
"19281","<=$50K",0,11,74,"Self-Emp","Min","Never Married","Trades"
"19282","<=$50K",0,35,30,"Private","Min","Married","Management"
"19283","<=$50K",0,60,19,"Govt","Bach","Married","Management"
"19284","<=$50K",0,43,28,"Self-Emp","Bach","Married","Specialist"
"19285",">$50K",3877,25,56,"Private","High School","Married","Management"
"19286",">$50K",0,38,39,"Private","Bach","Married","Trades"
"19287",">$50K",0,28,66,"Private","Bach","Divorced","Admin"
"19288","<=$50K",0,9,76,"Govt","Min","Married","Agricultural"
"19289","<=$50K",0,13,71,"Govt","High School","Married","Agricultural"
"19290","<=$50K",0,18,74,"Private","Bach","Married","Agricultural"
"19291","<=$50K",0,20,24,"Self-Emp","Bach","Married","Agricultural"
"19292","<=$50K",0,5,83,"Private","High School","Married","Admin"
"19293",">$50K",0,51,32,"Private","Bach","Married","Management"
"19294","<=$50K",0,29,72,"Private","High School","Married","Admin"
"19295",">$50K",0,38,35,"Private","High School","Divorced","Management"
"19296","<=$50K",0,34,24,"Private","High School","Married","Management"
"19297",">$50K",0,49,50,"Private","Bach","Never Married","Agricultural"
"19298",">$50K",2349,68,54,"Private","Master","Never Married","Agricultural"
"19299","<=$50K",0,41,29,"Govt","High School","Married","Agricultural"
"19300",">$50K",0,46,66,"Govt","Master","Married","Management"
"19301",">$50K",0,32,54,"Govt","Master","Married","Trades"
"19302","<=$50K",0,6,79,"Self-Emp","Min","Divorced","Admin"
"19303","<=$50K",0,22,68,"Private","Min","Never Married","Specialist"
"19304",">$50K",3235,57,46,"Private","High School","Married","Management"
"19305","<=$50K",0,50,25,"Private","Bach","Married","Agricultural"
"19306","<=$50K",0,2,83,"Private","Bach","Never Married","Trades"
"19307","<=$50K",0,4,83,"Private","Bach","Married","Admin"
"19308","<=$50K",0,20,25,"Private","Min","Never Married","Specialist"
"19309",">$50K",0,65,28,"Private","Min","Married","Admin"
"19310",">$50K",0,40,43,"Private","Min","Married","Management"
"19311",">$50K",0,46,51,"Private","High School","Never Married","Management"
"19312",">$50K",393,60,34,"Private","High School","Never Married","Agricultural"
"19313",">$50K",0,30,55,"Private","Bach","Married","Specialist"
"19314","<=$50K",0,26,72,"Private","Bach","Married","Trades"
"19315",">$50K",0,39,58,"Private","Master","Married","Agricultural"
"19316","<=$50K",0,23,71,"Private","Bach","Married","Trades"
"19317",">$50K",0,39,40,"Private","Bach","Never Married","Trades"
"19318",">$50K",0,36,37,"Govt","Bach","Never Married","Specialist"
"19319",">$50K",0,30,48,"Govt","Bach","Never Married","Management"
"19320",">$50K",0,46,50,"Private","High School","Never Married","Specialist"
"19321",">$50K",1210,30,66,"Private","High School","Widowed","Management"
"19322",">$50K",0,36,49,"Private","High School","Divorced","Admin"
"19323",">$50K",3085,60,31,"Private","High School","Never Married","Trades"
"19324","<=$50K",0,27,66,"Private","High School","Married","Admin"
"19325","<=$50K",0,21,76,"Private","Min","Married","Admin"
"19326",">$50K",0,69,25,"Private","High School","Never Married","Specialist"
"19327",">$50K",0,41,47,"Private","High School","Never Married","Trades"
"19328",">$50K",0,43,63,"Private","Master","Widowed","Admin"
"19329","<=$50K",0,47,26,"Self-Emp","Bach","Married","Admin"
"19330","<=$50K",0,26,39,"Private","High School","Married","Trades"
"19331",">$50K",520,70,29,"Private","Bach","Divorced","Management"
"19332","<=$50K",0,15,78,"Private","High School","Married","Agricultural"
"19333",">$50K",0,74,57,"Private","High School","Never Married","Specialist"
"19334","<=$50K",0,23,50,"Private","High School","Married","Agricultural"
"19335",">$50K",0,54,30,"Private","High School","Married","Management"
"19336",">$50K",0,40,63,"Private","Bach","Never Married","Specialist"
"19337","<=$50K",0,28,22,"Govt","High School","Divorced","Management"
"19338",">$50K",0,36,49,"Private","Bach","Married","Management"
"19339","<=$50K",0,10,77,"Private","High School","Never Married","Management"
"19340","<=$50K",0,9,79,"Govt","Bach","Married","Trades"
"19341","<=$50K",0,18,73,"Self-Emp","Bach","Married","Management"
"19342",">$50K",0,31,61,"Govt","Bach","Divorced","Admin"
"19343","<=$50K",0,59,18,"Private","Min","Never Married","Admin"
"19344",">$50K",0,49,32,"Private","Bach","Never Married","Trades"
"19345","<=$50K",0,31,26,"Private","High School","Married","Specialist"
"19346",">$50K",1036,25,49,"Private","Min","Married","Admin"
"19347","<=$50K",0,17,78,"Govt","Bach","Divorced","Management"
"19348",">$50K",0,47,68,"Govt","Bach","Married","Management"
"19349",">$50K",0,35,45,"Private","Master","Divorced","Trades"
"19350","<=$50K",0,8,80,"Private","Min","Never Married","Management"
"19351",">$50K",0,66,25,"Private","Bach","Married","Management"
"19352","<=$50K",0,1,84,"Private","Bach","Married","Trades"
"19353","<=$50K",0,7,78,"Private","Bach","Married","Specialist"
"19354","<=$50K",0,5,82,"Private","Bach","Never Married","Admin"
"19355",">$50K",0,29,47,"Private","Min","Divorced","Specialist"
